user_id,group,device_type,country,session_time,converted,revenue
167,control,desktop,JP,345.3989878902567,0,0.0
168,control,mobile,TW,332.3022671714366,0,0.0
169,variant,desktop,TW,244.59126517576266,0,0.0
170,variant,desktop,TW,334.1244604630318,0,0.0
171,control,mobile,US,314.4892239329111,0,0.0
172,control,desktop,JP,416.6517781055734,0,0.0
173,variant,desktop,JP,320.1970208034152,1,188.1573764612419
174,variant,desktop,TW,292.93790894657343,0,0.0
175,variant,desktop,US,257.17490214402886,0,0.0
176,control,desktop,JP,262.7878316522214,0,0.0
177,control,mobile,JP,258.7115452265921,0,0.0
178,control,mobile,TW,368.5549406955961,0,0.0
179,control,mobile,US,300.89849575082354,0,0.0
180,control,desktop,TW,328.2623561987365,0,0.0
181,control,mobile,JP,375.71237999904434,0,0.0
182,variant,desktop,US,182.07679288962674,0,0.0
183,control,desktop,TW,363.9436882350187,0,0.0
184,control,desktop,JP,302.7698455891667,0,0.0
185,control,mobile,TW,321.75241858202224,0,0.0
186,variant,mobile,TW,258.57983891258743,0,0.0
187,control,mobile,TW,262.24378007757406,1,194.6838455997033
188,control,desktop,US,324.4422944906494,0,0.0
189,variant,mobile,JP,419.22989001657345,0,0.0
190,control,desktop,JP,350.1656656407451,0,0.0
191,control,mobile,JP,363.27614607092704,0,0.0
192,control,mobile,JP,290.399936486929,0,0.0
193,control,desktop,US,269.9897887707186,0,0.0
194,control,desktop,TW,260.9597524210503,0,0.0
195,variant,mobile,JP,275.5863137651656,0,0.0
196,variant,mobile,US,197.36087834147372,1,170.9044109542736
197,variant,mobile,TW,263.7540328554199,0,0.0
198,control,desktop,US,271.9823421970078,0,0.0
199,control,desktop,US,291.232091280258,0,0.0
200,control,mobile,JP,306.5875054873646,1,189.83205332402997
201,variant,mobile,JP,318.1225434312805,0,0.0
202,control,desktop,TW,299.253731377852,1,108.98503351760564
203,control,mobile,TW,270.92784568286214,0,0.0
204,variant,desktop,JP,201.83206783672398,1,166.8963958177918
205,control,desktop,US,271.2345695799103,0,0.0
206,variant,desktop,JP,251.37746811564975,1,50.07459725796847
207,variant,desktop,TW,323.3033374139302,0,0.0
208,variant,desktop,US,345.4643698346847,0,0.0
209,control,desktop,US,346.92855335299697,0,0.0
210,control,mobile,US,337.847636806391,0,0.0
211,control,desktop,JP,293.3237132273756,0,0.0
212,control,desktop,JP,273.90222172620514,0,0.0
213,control,mobile,TW,262.6448623166467,0,0.0
214,control,desktop,US,224.62505416991246,0,0.0
215,control,mobile,US,349.5926850253929,0,0.0
216,variant,desktop,JP,291.26444810350125,1,141.26513526569482
217,control,mobile,TW,237.6829853189563,0,0.0
218,variant,mobile,TW,258.67543121448824,0,0.0
219,control,desktop,US,256.6513271783724,0,0.0
220,control,desktop,JP,302.15122425075634,0,0.0
221,control,desktop,US,353.3733925535343,0,0.0
222,variant,desktop,JP,282.60052252022086,0,0.0
223,variant,mobile,TW,187.37332426081753,0,0.0
224,variant,mobile,US,290.540983242054,1,169.03394376378975
225,variant,mobile,US,292.1903049951402,0,0.0
226,control,desktop,US,288.75398845322394,0,0.0
227,variant,mobile,TW,268.6269416762149,0,0.0
228,control,desktop,US,310.8719540362921,0,0.0
229,control,desktop,TW,303.3070557574501,0,0.0
230,variant,mobile,JP,298.75848429366766,0,0.0
231,variant,desktop,TW,320.6320680721483,0,0.0
232,variant,mobile,JP,278.5083588426073,1,57.59802578813313
233,variant,desktop,TW,275.67071651496735,0,0.0
234,variant,mobile,TW,369.00616447927,0,0.0
235,variant,desktop,US,327.9677704857718,0,0.0
236,variant,mobile,TW,341.34730304714,0,0.0
237,variant,mobile,US,361.3052292667034,0,0.0
238,control,desktop,JP,326.29720903124,1,98.99515808394634
239,variant,desktop,JP,346.4194339568086,1,91.98853290215753
240,variant,mobile,US,221.03274189648698,0,0.0
241,control,desktop,JP,310.20769359980136,0,0.0
242,variant,desktop,TW,290.8640769092836,1,185.17374860381898
243,control,desktop,US,383.88420454499044,0,0.0
244,control,mobile,US,346.382276590165,0,0.0
245,variant,mobile,US,268.477740460341,0,0.0
246,control,desktop,JP,318.6397079264603,0,0.0
247,control,desktop,JP,308.384066672462,0,0.0
248,control,mobile,TW,322.71657165761144,0,0.0
249,control,desktop,TW,249.05787653126742,0,0.0
250,variant,mobile,US,318.00082326191125,0,0.0
251,control,desktop,TW,288.5924325355883,0,0.0
252,variant,desktop,JP,314.12248820278,0,0.0
253,control,desktop,TW,263.7807417438915,0,0.0
254,control,mobile,JP,270.74684143017004,1,79.9808063093994
255,control,mobile,TW,358.6921010183351,0,0.0
256,control,mobile,JP,247.42262208299195,0,0.0
257,variant,mobile,JP,251.11227994789758,0,0.0
258,variant,desktop,TW,297.4209371392211,1,122.75860904957378
259,control,desktop,TW,261.4054812407023,0,0.0
260,control,mobile,JP,255.74856838686006,0,0.0
261,variant,desktop,US,305.25379856041474,0,0.0
262,control,desktop,TW,224.74670715481477,0,0.0
263,control,mobile,JP,249.6018882543181,1,141.81049979197854
264,control,desktop,TW,402.70477914618215,0,0.0
265,variant,desktop,TW,322.97375294845045,0,0.0
266,variant,mobile,TW,262.67183238650443,0,0.0
267,variant,desktop,TW,320.91075391330986,0,0.0
268,control,desktop,TW,328.3665238493315,1,96.78376597324609
269,control,desktop,US,349.7207210045119,0,0.0
270,variant,mobile,US,293.6421985271635,1,95.0733097122674
271,variant,mobile,US,348.82488513864445,0,0.0
272,variant,desktop,JP,198.07767375589134,0,0.0
273,variant,desktop,US,247.18459347621234,1,96.35063724985706
274,control,desktop,US,308.1935700868228,0,0.0
275,variant,mobile,JP,316.4816766403896,0,0.0
276,control,mobile,US,254.4108856165679,0,0.0
277,variant,mobile,TW,312.97099956315793,0,0.0
278,control,desktop,US,268.807987565637,0,0.0
279,variant,desktop,US,286.1520452886417,0,0.0
280,variant,desktop,US,351.2386900332505,0,0.0
281,variant,desktop,TW,345.44687484443,1,65.2532902327306
282,variant,desktop,TW,250.14698363183686,1,163.87571032100658
283,control,mobile,TW,247.13742689899482,0,0.0
284,variant,desktop,TW,279.44133022233416,0,0.0
285,control,desktop,JP,298.66268494135375,0,0.0
286,control,desktop,TW,267.10507557126294,0,0.0
287,control,mobile,TW,352.0321221399834,0,0.0
288,control,desktop,TW,317.36949208542774,0,0.0
289,variant,mobile,TW,320.3042554937214,0,0.0
290,control,mobile,JP,236.6730585527514,0,0.0
291,control,mobile,US,358.364535869189,0,0.0
292,control,mobile,US,158.99155888796545,0,0.0
293,variant,mobile,TW,341.7027725924685,0,0.0
294,variant,desktop,TW,346.71558688353855,0,0.0
295,variant,desktop,TW,278.37994063610194,0,0.0
296,variant,mobile,US,363.64551086237117,0,0.0
297,control,mobile,US,296.84512235228266,0,0.0
298,control,mobile,TW,303.12158516637214,0,0.0
299,variant,desktop,US,316.9764393702108,0,0.0
300,control,desktop,JP,459.3287455905528,0,0.0
301,control,mobile,TW,367.2216954041502,0,0.0
302,control,desktop,TW,335.05656003564593,0,0.0
303,variant,desktop,JP,254.35977566994026,0,0.0
304,variant,mobile,JP,307.17949127397463,0,0.0
305,control,mobile,US,259.3437953076807,0,0.0
306,variant,desktop,JP,341.10554236414066,1,88.83448852680714
307,variant,desktop,TW,307.0233487867428,0,0.0
308,variant,desktop,US,243.77391601930523,0,0.0
309,variant,mobile,JP,304.0562291709251,0,0.0
310,variant,mobile,US,257.5291265141847,0,0.0
311,control,mobile,US,307.56081106687736,0,0.0
312,variant,desktop,US,257.04613418173716,0,0.0
313,control,desktop,US,301.37438166804066,0,0.0
314,control,mobile,JP,337.52349309675475,0,0.0
315,variant,desktop,TW,297.3474004037447,0,0.0
316,control,mobile,TW,280.4555866413806,0,0.0
317,control,desktop,JP,310.16381105287314,0,0.0
318,control,mobile,TW,334.85913103964265,0,0.0
319,variant,desktop,US,244.64083650591198,0,0.0
320,variant,desktop,US,313.0328077352601,0,0.0
321,control,mobile,US,365.87704095086997,0,0.0
322,variant,mobile,JP,328.6828481638358,0,0.0
323,variant,mobile,US,302.8877073333614,0,0.0
324,variant,mobile,US,331.9868753349447,1,154.51646820625518
325,variant,mobile,JP,322.6248228051341,1,84.51191031745518
326,control,desktop,US,337.6800554579907,0,0.0
327,control,mobile,US,198.8034194508528,0,0.0
328,variant,mobile,TW,222.32719331683674,0,0.0
329,variant,mobile,JP,350.24145747416185,0,0.0
330,control,mobile,US,224.73604119192797,1,170.63246612526314
331,control,mobile,US,320.07693178596026,0,0.0
332,variant,desktop,US,282.3975171983854,0,0.0
333,control,mobile,US,250.19053772020015,0,0.0
334,variant,mobile,TW,317.48248785737366,1,186.34721637600305
335,variant,mobile,TW,310.0516751858285,0,0.0
336,control,desktop,TW,405.51713260481887,0,0.0
337,control,desktop,TW,268.75943977320554,0,0.0
338,variant,mobile,JP,372.00550600345866,0,0.0
339,variant,mobile,US,317.62114571921575,1,66.50200216848346
340,control,desktop,TW,266.94890592286436,0,0.0
341,variant,desktop,US,339.96232287586224,1,199.25739615896194
342,control,desktop,JP,328.28692522269756,1,61.030599988548644
343,variant,mobile,US,301.79216474290246,0,0.0
344,control,mobile,US,313.3147678220312,0,0.0
345,control,desktop,TW,270.1506484477234,1,172.90693220986353
346,control,mobile,TW,258.71064373727467,0,0.0
347,variant,desktop,JP,337.97210869112916,0,0.0
348,variant,desktop,US,288.8030287843363,0,0.0
349,control,desktop,TW,295.99585008754536,0,0.0
350,variant,mobile,TW,313.99107979721384,0,0.0
351,control,desktop,TW,313.2644172391904,0,0.0
352,control,desktop,JP,228.53367645129677,0,0.0
353,variant,mobile,US,364.3126043227429,1,91.08763027189593
354,variant,desktop,TW,306.05910759503394,0,0.0
355,control,mobile,US,289.86733685889254,0,0.0
356,variant,desktop,JP,321.54230025848733,0,0.0
357,variant,mobile,US,311.82710968074315,1,123.08360851379919
358,control,desktop,TW,338.3531344744851,0,0.0
359,control,desktop,US,326.89918360754706,0,0.0
360,variant,desktop,US,335.89231144981335,0,0.0
361,control,desktop,JP,367.5496952863758,1,87.22473252358726
362,control,desktop,JP,344.1812274485486,0,0.0
363,variant,mobile,US,291.97568898357184,0,0.0
364,control,mobile,US,243.85494219615836,1,188.63676840844016
365,control,desktop,US,383.38989665022575,0,0.0
366,variant,desktop,JP,288.1138313326444,0,0.0
367,variant,desktop,JP,276.34462933197386,0,0.0
368,control,mobile,US,213.16365911177803,0,0.0
369,control,mobile,JP,316.9236552656056,0,0.0
370,variant,desktop,TW,307.4443301976885,0,0.0
371,variant,mobile,JP,224.24425318752597,0,0.0
372,variant,desktop,JP,322.6637021066588,0,0.0
373,variant,desktop,JP,275.09040396492804,0,0.0
374,control,desktop,TW,434.51575036443467,0,0.0
375,variant,mobile,TW,271.5319403954566,0,0.0
376,variant,desktop,TW,278.2403333901103,1,83.36331992490175
377,control,desktop,US,256.26118878728164,0,0.0
378,variant,desktop,US,363.8938260520986,1,150.16816277842196
379,control,mobile,TW,281.36121027676234,1,165.08385833004377
380,variant,mobile,US,263.7542923117252,0,0.0
381,variant,mobile,US,335.3477504960271,0,0.0
382,variant,desktop,US,230.98235322934073,0,0.0
383,control,mobile,TW,331.2555273124474,0,0.0
384,control,desktop,JP,389.06998583004287,0,0.0
385,variant,mobile,TW,328.33039164175443,0,0.0
386,control,desktop,TW,331.89491581299626,0,0.0
387,control,mobile,US,343.5030108453742,0,0.0
388,control,desktop,US,385.4854014337759,1,156.72472380702374
389,control,mobile,JP,360.4946980009552,0,0.0
390,control,mobile,JP,321.98348611365117,0,0.0
391,control,mobile,JP,345.1945700318001,0,0.0
392,variant,desktop,JP,255.70325372674446,0,0.0
393,variant,mobile,TW,338.8146795373661,0,0.0
394,control,mobile,JP,249.72220144081263,0,0.0
395,variant,mobile,TW,281.64887906841864,0,0.0
396,variant,mobile,US,145.87189124283813,0,0.0
397,variant,desktop,JP,320.0714829683731,0,0.0
398,variant,mobile,US,267.8063994445824,0,0.0
399,control,desktop,US,355.55726076022313,0,0.0
400,variant,desktop,TW,319.50963053027016,1,75.9230383145479
401,variant,desktop,JP,356.20479473508124,0,0.0
402,control,desktop,TW,245.8201727663731,0,0.0
403,control,mobile,US,351.9193018579816,0,0.0
404,variant,desktop,JP,405.29281721816636,0,0.0
405,variant,desktop,US,338.2079149965947,1,106.21740713912733
406,variant,desktop,US,339.51745043461443,1,190.52220648964004
407,variant,desktop,JP,308.47988381974676,0,0.0
408,variant,mobile,JP,273.7665609717318,0,0.0
409,variant,mobile,JP,338.0596186350754,0,0.0
410,control,desktop,TW,224.69585447989658,0,0.0
411,variant,desktop,TW,279.1122437539592,0,0.0
412,variant,desktop,US,211.4471598831409,0,0.0
413,control,mobile,JP,264.81718113424586,0,0.0
414,control,mobile,US,332.1022545946781,0,0.0
415,control,mobile,US,325.26966881102317,0,0.0
416,control,mobile,US,302.5456847767736,0,0.0
417,variant,mobile,US,308.52004970310054,1,125.44912881928967
418,variant,desktop,US,205.70676910678952,0,0.0
419,variant,mobile,JP,281.3718859714543,0,0.0
420,variant,mobile,TW,265.9324196782395,1,109.02454716303912
421,variant,desktop,JP,267.04701547427294,0,0.0
422,variant,mobile,JP,329.97893139068765,0,0.0
423,control,mobile,JP,256.9746336747345,0,0.0
424,variant,mobile,TW,269.76595749362946,0,0.0
425,control,desktop,TW,195.6465377145242,0,0.0
426,control,mobile,TW,285.2938409811915,1,173.23327683622892
427,variant,desktop,JP,245.60812261431903,0,0.0
428,control,desktop,TW,303.96014643448217,0,0.0
429,variant,mobile,US,252.44459766287676,0,0.0
430,control,mobile,TW,305.22711227746083,1,151.5015919800759
431,variant,mobile,JP,292.76571196288285,0,0.0
432,control,mobile,JP,383.60208865211604,0,0.0
433,variant,desktop,US,324.8608990226597,0,0.0
434,variant,mobile,TW,208.01810637188484,0,0.0
435,variant,desktop,TW,236.7555577948646,0,0.0
436,variant,desktop,US,302.76040044961667,0,0.0
437,variant,desktop,JP,253.50760258036746,0,0.0
438,control,desktop,JP,151.58157848820738,0,0.0
439,control,desktop,TW,367.4773156916872,0,0.0
440,control,mobile,TW,336.01120084527037,0,0.0
441,variant,desktop,TW,326.04884367458857,0,0.0
442,control,desktop,TW,269.63384772645423,0,0.0
443,variant,mobile,TW,321.3838385504965,0,0.0
444,variant,mobile,JP,264.7819837889559,0,0.0
445,control,desktop,JP,310.24286501088454,0,0.0
446,control,desktop,JP,253.97083870817613,0,0.0
447,variant,mobile,JP,375.81442252780073,0,0.0
448,control,desktop,US,221.48816729590777,0,0.0
449,variant,mobile,JP,361.6141914755416,0,0.0
450,variant,mobile,US,301.94579140086654,0,0.0
451,variant,desktop,JP,275.52665023290047,0,0.0
452,variant,mobile,TW,308.3501460847869,0,0.0
453,variant,desktop,TW,336.66740035890905,1,152.52600270429667
454,control,desktop,TW,368.33733683471985,0,0.0
455,control,desktop,US,315.6571511566766,1,153.28528717258234
456,variant,mobile,JP,255.46519573688613,0,0.0
457,variant,desktop,JP,302.7815061882894,0,0.0
458,control,mobile,US,390.8396618331186,0,0.0
459,control,desktop,US,367.3839042756312,0,0.0
460,variant,desktop,US,345.4381739062179,0,0.0
461,control,mobile,US,339.7843510061193,0,0.0
462,variant,desktop,US,334.9725045303271,0,0.0
463,control,desktop,TW,357.9377417254935,0,0.0
464,variant,mobile,JP,277.16856071390475,0,0.0
465,control,mobile,US,232.2456967112497,0,0.0
466,variant,mobile,TW,303.45017503685307,0,0.0
467,control,desktop,US,259.12092066111546,0,0.0
468,control,mobile,TW,247.24896223114078,1,130.86948934262546
469,variant,mobile,US,263.9860711706034,0,0.0
470,control,desktop,JP,424.2656962266843,1,129.05626289777678
471,variant,mobile,US,306.8062317037922,0,0.0
472,control,desktop,US,318.0953918180494,0,0.0
473,variant,desktop,JP,238.88185964978732,0,0.0
474,control,mobile,JP,207.8123520603685,0,0.0
475,variant,desktop,US,259.0473678440597,0,0.0
476,control,mobile,JP,371.9097792604374,0,0.0
477,variant,mobile,JP,316.71377330382603,0,0.0
478,control,mobile,TW,329.9297545722196,0,0.0
479,variant,mobile,JP,336.92830196010306,0,0.0
480,variant,desktop,JP,270.4325310100861,0,0.0
481,variant,desktop,US,369.3982791986684,0,0.0
482,control,mobile,US,268.3596200388909,1,68.88722758441665
483,variant,mobile,TW,370.3116179631277,0,0.0
484,control,desktop,US,322.115107806767,0,0.0
485,variant,mobile,JP,210.5477422876839,1,139.88558757466643
486,control,desktop,JP,262.5995256699732,0,0.0
487,variant,mobile,JP,210.75307335639476,0,0.0
488,control,desktop,US,358.16410663971044,0,0.0
489,control,desktop,JP,298.76322895987994,0,0.0
490,variant,desktop,JP,188.582878002511,1,78.4947792035418
491,control,mobile,TW,318.7873440859829,0,0.0
492,control,mobile,TW,273.141786880584,0,0.0
493,variant,mobile,TW,225.80970724833384,0,0.0
494,control,mobile,US,383.89829184843484,0,0.0
495,control,mobile,JP,305.36429330482895,0,0.0
496,control,desktop,JP,285.32842988433435,0,0.0
497,variant,desktop,JP,280.02876095069917,0,0.0
498,control,desktop,TW,224.33602654211137,0,0.0
499,variant,desktop,JP,234.77255502079453,1,148.02173276515202
500,control,desktop,JP,364.2458392437542,0,0.0
501,control,desktop,JP,276.305856510714,0,0.0
502,control,desktop,JP,301.1033850468432,0,0.0
503,variant,mobile,JP,197.78347618994627,0,0.0
504,control,desktop,US,234.09539821022472,0,0.0
505,control,mobile,JP,330.49062599373764,1,125.71873178231213
506,variant,desktop,US,318.88558800569166,0,0.0
507,control,desktop,JP,387.6687599362158,0,0.0
508,variant,mobile,US,367.1478165815613,0,0.0
509,variant,desktop,JP,288.46445137575887,0,0.0
510,control,mobile,JP,323.64767823566353,0,0.0
511,variant,desktop,JP,284.1698278548463,0,0.0
512,control,mobile,JP,402.7404909319324,0,0.0
513,variant,desktop,TW,357.45073480262,1,112.75134682589156
514,variant,mobile,JP,308.4842545428876,0,0.0
515,control,mobile,US,310.0197392438176,0,0.0
516,variant,desktop,TW,372.2425143629904,0,0.0
517,variant,desktop,TW,328.9788923556924,0,0.0
518,variant,mobile,JP,377.93140085350433,0,0.0
519,variant,desktop,US,190.3176036870563,1,76.762786492844
520,variant,mobile,US,323.06141307493994,0,0.0
521,control,desktop,TW,274.2282567659307,0,0.0
522,variant,mobile,US,387.8188993813996,0,0.0
523,control,desktop,JP,377.31993435949147,0,0.0
524,variant,mobile,JP,301.64179045506535,0,0.0
525,control,desktop,JP,376.7815489405516,0,0.0
526,control,mobile,JP,389.1557259996253,0,0.0
527,variant,mobile,JP,303.72033359630734,0,0.0
528,variant,desktop,TW,423.5966886215929,0,0.0
529,variant,desktop,JP,298.4329423665139,0,0.0
530,control,mobile,JP,289.27395248320454,0,0.0
531,variant,mobile,TW,343.29362942921716,0,0.0
532,control,mobile,TW,282.3104634428843,0,0.0
533,control,mobile,TW,304.2669887897447,0,0.0
534,control,desktop,US,370.4717212025455,0,0.0
535,variant,mobile,US,300.9609426108635,0,0.0
536,variant,mobile,JP,215.2491103512346,0,0.0
537,control,mobile,JP,318.3659693924598,0,0.0
538,control,desktop,JP,265.1853210473803,1,117.31546809082768
539,variant,mobile,US,343.2635578647273,0,0.0
540,control,desktop,JP,334.8094857913123,0,0.0
541,variant,desktop,JP,373.5700174083261,0,0.0
542,control,desktop,US,345.3766150396348,0,0.0
