user_id,group,converted,revenue,session_time
72,control,0,0.0,315.0895965326436
73,variant,0,0.0,274.3753304559549
74,control,0,0.0,242.2681525557636
75,variant,0,0.0,255.96967701091754
76,variant,0,0.0,338.2093808067782
77,variant,0,0.0,398.62623865234525
78,control,0,0.0,369.12166704527164
79,variant,0,0.0,232.7826997584724
80,control,0,0.0,342.73136552753516
81,variant,0,0.0,266.8418812095355
82,control,0,0.0,270.88664687456117
83,variant,0,0.0,276.9012201014358
84,control,0,0.0,335.30334749277154
85,control,0,0.0,347.9626688224519
86,variant,0,0.0,295.0984464360106
87,control,0,0.0,295.94646294959875
88,variant,0,0.0,323.2131871617897
89,variant,0,0.0,328.3997269762121
90,variant,0,0.0,358.81128533792645
91,variant,0,0.0,235.78140122454005
92,variant,0,0.0,301.0013669902015
93,variant,1,113.86424223954577,246.59878120544113
94,variant,0,0.0,297.45288604682986
95,variant,1,54.71857928690391,288.69123561596194
96,variant,0,0.0,297.6625273048649
97,variant,0,0.0,260.0128555944734
98,variant,1,132.83226020819444,225.63551033962858
99,control,0,0.0,195.27812366425485
100,control,0,0.0,293.440992286758
101,variant,0,0.0,278.44994470835303
102,variant,0,0.0,266.20311675980867
103,variant,1,108.26408318417856,366.12742314158305
104,variant,0,0.0,257.02809066023445
105,variant,0,0.0,370.84170410694014
106,variant,0,0.0,381.19218721346283
107,variant,0,0.0,202.45497666053095
108,variant,0,0.0,304.6190729499485
109,control,0,0.0,280.0151754582005
110,variant,0,0.0,154.4098027641367
111,control,0,0.0,227.7679373465793
112,variant,1,89.16001998429938,338.7468053554237
113,variant,0,0.0,400.9599626355632
114,control,0,0.0,345.13390713496244
115,variant,0,0.0,316.18162362564885
116,control,0,0.0,298.9333809184456
117,variant,0,0.0,384.1331457324057
118,variant,1,73.35141883129631,407.411960097882
119,control,0,0.0,270.6578660237907
120,variant,0,0.0,200.00067198448545
121,control,1,178.9465865848094,195.09062683643992
122,variant,0,0.0,366.0940496079901
123,control,1,80.25568360796626,297.6470729612807
124,control,0,0.0,309.16209552293594
125,variant,0,0.0,210.46745035216435
126,variant,1,103.81423511992065,262.3405543605767
127,control,0,0.0,285.2259593049609
128,variant,1,136.26688504090424,310.3919191682035
129,variant,0,0.0,280.070398054312
130,variant,0,0.0,248.13369008493288
131,control,0,0.0,260.77165036987384
132,control,0,0.0,360.41616429736166
133,control,0,0.0,312.23923098017497
134,control,0,0.0,330.6078403477776
135,control,0,0.0,255.05630945613353
136,control,1,158.28643609884563,152.3088257299688
137,control,0,0.0,273.8447846557752
138,control,1,111.78462175431667,256.67147227872516
139,control,0,0.0,317.45061343140395
140,variant,0,0.0,464.28618568409206
141,control,0,0.0,334.75830088091277
142,variant,0,0.0,436.7980079691744
143,variant,0,0.0,328.4384847669724
144,variant,0,0.0,268.50568812136424
145,control,0,0.0,317.3958039060442
146,control,1,74.8430089115257,389.03192997388544
147,control,0,0.0,391.47812981606194
148,control,0,0.0,271.23313159784607
149,variant,0,0.0,312.65918478496496
150,control,0,0.0,228.53665601644275
151,control,0,0.0,341.23343123457147
152,control,0,0.0,377.6677349527947
153,control,0,0.0,301.9899727058008
154,control,0,0.0,266.6307972819936
155,variant,0,0.0,318.00654756387814
156,control,0,0.0,320.8729515681583
157,variant,0,0.0,304.057191592481
158,control,0,0.0,308.93575621679764
159,variant,0,0.0,291.30925747653146
160,control,0,0.0,349.7977464113203
161,control,1,140.4937265918026,336.81137225825637
162,variant,0,0.0,250.84484264279254
163,variant,0,0.0,249.47046984207026
164,variant,0,0.0,287.2812791486719
165,control,0,0.0,336.841856205259
166,variant,0,0.0,307.40287069454075
167,control,0,0.0,267.84247949386724
168,control,0,0.0,313.0759298362915
169,variant,0,0.0,283.4594740238864
170,variant,0,0.0,344.02432301120655
171,control,0,0.0,316.65292175335236
172,control,0,0.0,284.2360906273928
173,variant,0,0.0,311.57593860232305
174,variant,0,0.0,365.7524029762101
175,variant,0,0.0,271.5184961726811
176,control,0,0.0,320.13284908235806
177,control,0,0.0,296.4769829767002
178,control,0,0.0,321.349184193105
179,control,0,0.0,267.2717529202135
180,control,0,0.0,305.5167716579688
181,control,0,0.0,355.39116412084
182,variant,0,0.0,253.14965093769462
183,control,0,0.0,233.5297448337459
184,control,0,0.0,235.4272217756518
185,control,0,0.0,241.46687348999055
186,variant,0,0.0,329.7661643946332
187,control,0,0.0,229.70701570672674
188,control,0,0.0,285.10523276282345
189,variant,0,0.0,330.9144651655354
190,control,0,0.0,320.83295302742965
191,control,0,0.0,280.72205100187574
192,control,0,0.0,309.5461865877553
193,control,0,0.0,305.3572664868784
194,control,1,158.3233368974942,288.78795222259066
195,variant,0,0.0,289.458264067271
196,variant,0,0.0,411.771371737848
197,variant,0,0.0,340.465545196565
198,control,0,0.0,424.0325458756071
199,control,0,0.0,275.1518433539749
200,control,0,0.0,295.75167015559265
201,variant,0,0.0,233.39371173616763
202,control,0,0.0,259.5216598955214
203,control,0,0.0,395.09565743312504
204,variant,0,0.0,273.8982855079122
205,control,0,0.0,395.964065007223
206,variant,0,0.0,237.83188696600547
207,variant,0,0.0,247.32654829633617
208,variant,0,0.0,282.93843894882895
209,control,0,0.0,296.8125039160411
210,control,0,0.0,346.1543646225065
211,control,0,0.0,322.5385208593133
212,control,0,0.0,279.1842371327986
213,control,0,0.0,293.33420967409467
214,control,0,0.0,284.046854010765
215,control,0,0.0,254.2673132337135
216,variant,0,0.0,255.6018531699189
217,control,1,161.56510210603162,351.3941945716705
218,variant,0,0.0,208.59175360364299
219,control,0,0.0,380.8679348722527
220,control,1,134.04051133954596,282.8502887198884
221,control,0,0.0,261.37456968039197
222,variant,0,0.0,336.98796453486347
223,variant,0,0.0,374.26082920735587
224,variant,1,154.73494847196952,355.8816220801979
225,variant,0,0.0,325.09260246799454
226,control,0,0.0,354.3431744860918
227,variant,0,0.0,214.1751211428067
228,control,0,0.0,273.9084729255926
229,control,0,0.0,254.44149699875777
230,variant,0,0.0,361.23193656075875
231,variant,0,0.0,280.82609905380565
232,variant,0,0.0,342.2703278391028
233,variant,0,0.0,326.7928471244319
234,variant,0,0.0,256.88465319181597
235,variant,0,0.0,270.6520895011858
236,variant,1,84.95751477869234,364.6908845407363
237,variant,0,0.0,261.2258675657793
238,control,1,188.47640426844947,306.24338050977394
239,variant,0,0.0,260.8729356836777
240,variant,0,0.0,284.302390654207
241,control,0,0.0,297.6919028015014
242,variant,0,0.0,260.85667448512544
243,control,0,0.0,251.97765230080591
244,control,0,0.0,314.3136668388721
245,variant,0,0.0,257.7631295604412
246,control,0,0.0,259.46712221506635
247,control,0,0.0,253.04734281490147
248,control,0,0.0,296.10459768343406
249,control,0,0.0,347.18508171999207
250,variant,0,0.0,375.3264318156133
251,control,0,0.0,263.7040957003111
252,variant,0,0.0,407.5155396665606
253,control,0,0.0,249.7647569646602
254,control,1,148.49854349342678,354.1774261663935
255,control,0,0.0,263.9151772992279
256,control,0,0.0,256.4538365064995
257,variant,1,181.18647150773012,262.76219216078056
258,variant,1,82.00198618401897,297.37761501754403
259,control,0,0.0,328.9986085516805
260,control,0,0.0,333.4934018952411
261,variant,0,0.0,252.8007492326056
262,control,0,0.0,250.51703562443657
263,control,0,0.0,254.16806533182265
264,control,0,0.0,294.4322798807244
265,variant,0,0.0,289.49221979045626
266,variant,0,0.0,252.49122689651026
267,variant,0,0.0,313.4801847031622
268,control,0,0.0,413.1284404167659
269,control,0,0.0,274.76422690824245
270,variant,0,0.0,278.32440893982334
271,variant,0,0.0,327.9830785162184
272,variant,0,0.0,272.05918541316026
273,variant,0,0.0,333.44822408590915
274,control,0,0.0,264.072864661048
275,variant,0,0.0,391.60598037886507
276,control,0,0.0,317.23874862961475
277,variant,0,0.0,268.9988525461644
278,control,0,0.0,270.5654150265363
279,variant,0,0.0,274.31001236459826
280,variant,0,0.0,368.6374833124437
281,variant,0,0.0,236.56244961993582
282,variant,1,70.42612135423568,266.6029164770248
283,control,0,0.0,271.9169721537287
284,variant,1,131.40518708849675,299.2156016621531
285,control,0,0.0,286.4445153676603
286,control,1,55.43823431622911,225.43860843047685
287,control,0,0.0,280.0088658202266
288,control,1,118.23599043235957,295.0224658407516
289,variant,0,0.0,268.59510824601085
290,control,0,0.0,334.33877445238323
291,control,1,76.15350614763074,345.9704214376824
292,control,0,0.0,296.08066501353034
293,variant,0,0.0,311.52707934253647
294,variant,0,0.0,191.94720013253647
295,variant,0,0.0,278.94486139190843
296,variant,1,173.56964231525512,350.2410845878956
297,control,0,0.0,278.8281708410361
298,control,1,151.10392686891993,263.13691618040195
299,variant,0,0.0,413.8844463015465
300,control,0,0.0,390.9538595097903
301,control,1,58.706950552775574,323.37874562410786
302,control,1,154.43952129507997,356.94553057400236
303,variant,0,0.0,188.70322910209612
304,variant,0,0.0,260.6224279685647
305,control,1,173.74203941908362,276.5021063413424
306,variant,0,0.0,288.2009950566527
307,variant,0,0.0,275.5027989513019
308,variant,0,0.0,172.49868542418267
309,variant,0,0.0,319.301230935428
310,variant,0,0.0,327.18270641403035
311,control,0,0.0,380.09493957949906
312,variant,0,0.0,260.5845367612518
313,control,0,0.0,256.49184211100487
314,control,0,0.0,166.00077570177655
315,variant,0,0.0,285.3216581704557
316,control,0,0.0,345.0555890531086
317,control,0,0.0,269.41160689036406
318,control,0,0.0,407.17224092718243
319,variant,0,0.0,287.1702582105238
320,variant,0,0.0,307.3496142144278
321,control,0,0.0,231.8448459709203
322,variant,0,0.0,314.361017258764
323,variant,0,0.0,201.03401025736525
324,variant,0,0.0,334.6848977506572
325,variant,0,0.0,336.22140881177063
326,control,0,0.0,367.9645712168255
327,control,0,0.0,249.00156406161557
328,variant,0,0.0,308.02810591487093
329,variant,0,0.0,328.1908279693252
330,control,0,0.0,322.1140819165155
331,control,0,0.0,256.7350362432574
332,variant,0,0.0,180.400905522193
333,control,0,0.0,317.34801484422405
334,variant,0,0.0,292.375016084504
335,variant,0,0.0,271.66647035192796
336,control,1,187.82780768883646,338.1972681857733
337,control,0,0.0,297.7540230922783
338,variant,0,0.0,234.04024736161003
339,variant,0,0.0,203.42738554518894
340,control,0,0.0,243.55183674334174
341,variant,0,0.0,419.6506147383393
342,control,1,118.25165484604359,336.13883869663863
343,variant,0,0.0,309.4306170987506
344,control,0,0.0,290.9169536407098
345,control,0,0.0,287.6303530026282
346,control,0,0.0,358.35979916795475
347,variant,0,0.0,275.47021290482843
348,variant,0,0.0,328.84602053421463
349,control,0,0.0,282.5786024854203
350,variant,0,0.0,397.00783159175313
351,control,0,0.0,337.1144253789152
352,control,0,0.0,362.27784073418127
353,variant,0,0.0,270.77951126558804
354,variant,0,0.0,352.9068056283711
355,control,0,0.0,284.37112873026547
356,variant,0,0.0,305.50174119664246
357,variant,0,0.0,381.7523835309729
358,control,0,0.0,247.86124716217904
359,control,0,0.0,310.16238656527
360,variant,0,0.0,321.9002629259363
361,control,0,0.0,326.0002190400405
362,control,1,128.01349064087515,277.46077534532674
363,variant,0,0.0,404.31320504040406
364,control,0,0.0,235.253405732987
365,control,0,0.0,372.94426943162347
366,variant,0,0.0,360.75328027958193
367,variant,0,0.0,395.0444394801842
368,control,0,0.0,220.588645064609
369,control,0,0.0,256.55842560551446
370,variant,0,0.0,374.597152958082
371,variant,0,0.0,206.14804226848457
372,variant,1,105.67611810336695,219.67705494797931
373,variant,1,61.303234434333774,275.58461066442544
374,control,0,0.0,309.5996894311134
375,variant,0,0.0,379.61125368243876
376,variant,0,0.0,290.7367042534821
377,control,0,0.0,269.58804259677305
378,variant,0,0.0,315.5694968848214
379,control,0,0.0,323.47982416472007
380,variant,0,0.0,322.06199110851355
381,variant,0,0.0,291.10068960243274
382,variant,0,0.0,202.24569430409252
383,control,0,0.0,254.1192005446834
384,control,0,0.0,371.0135542633731
385,variant,0,0.0,309.35344689883
386,control,0,0.0,283.87389404464716
387,control,0,0.0,355.90842741869875
388,control,0,0.0,243.49416838155258
389,control,0,0.0,288.73259331434963
390,control,0,0.0,306.88792025870185
391,control,0,0.0,277.9311248352685
392,variant,0,0.0,305.0381411450799
393,variant,0,0.0,290.6153034289117
394,control,0,0.0,230.03284761070626
395,variant,0,0.0,309.0738940939528
396,variant,0,0.0,233.58241042435662
397,variant,0,0.0,308.2807562548361
398,variant,0,0.0,368.7067912075055
399,control,0,0.0,285.9488401361973
400,variant,0,0.0,241.4258435014507
401,variant,0,0.0,293.650609339751
402,control,0,0.0,258.4014445960734
403,control,0,0.0,329.7254501315735
404,variant,0,0.0,292.60056262385734
405,variant,1,139.43466197635252,385.4881625832287
406,variant,0,0.0,358.1494797838669
407,variant,0,0.0,292.34597477592985
408,variant,0,0.0,335.7804533986545
409,variant,0,0.0,280.33817954185776
410,control,0,0.0,301.6978442582584
411,variant,0,0.0,281.9282901824844
412,variant,0,0.0,338.32279799248545
413,control,1,67.48169149979489,371.6494138354789
414,control,0,0.0,339.93241035955714
415,control,0,0.0,346.0968300642678
416,control,0,0.0,346.15167186178644
417,variant,0,0.0,327.5627961167355
418,variant,0,0.0,243.0356920394866
419,variant,0,0.0,385.04857597082497
420,variant,0,0.0,390.2205413349212
421,variant,0,0.0,288.30601983433155
422,variant,0,0.0,281.4651042391909
423,control,0,0.0,330.62058264576876
424,variant,1,114.2845756708546,327.54064175917523
425,control,1,103.75514484985975,289.90269656234904
426,control,0,0.0,237.4987172206198
427,variant,0,0.0,315.28505953748885
428,control,0,0.0,327.57182690877727
429,variant,0,0.0,336.29105740193984
430,control,0,0.0,317.46463861771036
431,variant,0,0.0,286.4442425819045
432,control,0,0.0,349.7001019753139
433,variant,0,0.0,303.2924248782959
434,variant,0,0.0,276.75384928176396
435,variant,0,0.0,290.96733089771396
436,variant,0,0.0,212.7015483762509
437,variant,0,0.0,290.8879087910731
438,control,1,75.48243127412374,334.4218259937334
439,control,0,0.0,316.9891511069615
440,control,0,0.0,376.0332086490593
441,variant,0,0.0,286.8512542992148
442,control,0,0.0,324.3656581526658
443,variant,0,0.0,339.6370088152886
444,variant,0,0.0,417.1428504143704
445,control,0,0.0,307.238274555882
446,control,0,0.0,247.79064105679885
447,variant,0,0.0,342.3964376677641
448,control,0,0.0,393.2863677984228
449,variant,0,0.0,283.8725644886689
450,variant,1,116.65735434515973,342.0540769303208
451,variant,0,0.0,361.436402761446
452,variant,0,0.0,350.85327719850767
453,variant,0,0.0,306.2779261236789
454,control,1,113.11403116646912,265.0763120893427
455,control,0,0.0,295.9360225993207
456,variant,0,0.0,322.93002269388154
457,variant,0,0.0,345.4111262045865
458,control,0,0.0,316.69725239995194
459,control,0,0.0,281.00460167297115
460,variant,1,50.52569952965874,327.76898280748844
461,control,0,0.0,343.00425338714103
462,variant,0,0.0,318.98050282072404
463,control,1,79.9194030249578,258.19064427308376
464,variant,0,0.0,290.9296982641405
465,control,0,0.0,347.39103882062335
466,variant,0,0.0,230.8491095627763
467,control,0,0.0,195.34109888044205
468,control,1,143.65032898268083,375.404142507201
469,variant,1,85.64318263406307,325.570762751094
470,control,0,0.0,330.3365001260053
471,variant,0,0.0,246.1591513186472
472,control,0,0.0,336.8764031733269
473,variant,1,98.47846772476902,313.7624343784182
474,control,0,0.0,220.78362110758013
475,variant,0,0.0,371.21417071369285
476,control,0,0.0,307.9341661809365
477,variant,0,0.0,280.19580169603654
478,control,0,0.0,281.1005127007391
479,variant,0,0.0,199.23890472838116
480,variant,0,0.0,329.6668299815682
481,variant,0,0.0,313.0928603622863
482,control,0,0.0,290.29599338334526
483,variant,0,0.0,363.9242603725836
484,control,0,0.0,230.8070490502077
485,variant,0,0.0,270.16137618161923
486,control,0,0.0,257.4995872619807
487,variant,0,0.0,286.06025101142234
488,control,0,0.0,303.37350126286117
489,control,0,0.0,321.50067619056773
490,variant,0,0.0,282.6513273447441
491,control,0,0.0,256.1322132422553
492,control,0,0.0,384.3003474885222
493,variant,0,0.0,420.5820095894284
494,control,0,0.0,307.16433359410127
495,control,0,0.0,262.16098164895664
496,control,0,0.0,373.7727065521147
497,variant,0,0.0,227.66214468357674
498,control,0,0.0,283.2613337647586
499,variant,0,0.0,265.19414743268493
500,control,0,0.0,242.02322247747557
501,control,0,0.0,285.99878835391155
502,control,0,0.0,256.79139604130177
503,variant,1,105.30161357737171,300.6327232074327
504,control,0,0.0,301.3588583836232
505,control,0,0.0,268.93341382390105
506,variant,0,0.0,281.4743321703065
507,control,0,0.0,288.45755160481446
508,variant,0,0.0,340.4923030559713
509,variant,0,0.0,292.5785299467907
510,control,0,0.0,341.23508703930486
511,variant,0,0.0,329.2906491777328
512,control,0,0.0,328.5765348450371
513,variant,0,0.0,369.3922985172987
514,variant,0,0.0,244.03045601270452
515,control,0,0.0,276.3408446846443
516,variant,0,0.0,388.16494001497847
517,variant,0,0.0,287.1341749705366
518,variant,0,0.0,159.24381550470753
519,variant,1,196.57743598924938,289.85158284260575
520,variant,0,0.0,306.7469765081625
521,control,0,0.0,169.14434412843946
522,variant,0,0.0,366.6967819943974
523,control,0,0.0,264.3143768067199
524,variant,0,0.0,316.4281557593758
525,control,0,0.0,288.70092273279687
526,control,1,56.0029461108509,235.58242903979794
527,variant,0,0.0,246.474593268229
528,variant,0,0.0,253.24585817862265
529,variant,0,0.0,354.2835954591819
530,control,0,0.0,292.6230905949924
531,variant,0,0.0,273.9067241724127
532,control,0,0.0,253.26955437048844
533,control,0,0.0,359.8075110763063
534,control,0,0.0,373.21006362617936
535,variant,0,0.0,359.23719493533406
536,variant,0,0.0,324.62186695770833
537,control,1,116.62163033301795,314.4915020935356
538,control,0,0.0,239.20310910120492
539,variant,1,174.15191108053108,287.7090436644471
540,control,0,0.0,265.80698983267814
541,variant,0,0.0,208.72439455076452
542,control,0,0.0,352.8521709582683
543,variant,0,0.0,265.20850268038623
544,control,0,0.0,359.79709537176535
545,variant,0,0.0,344.0873200380006
546,control,0,0.0,327.83589883167093
547,variant,0,0.0,330.6442035881592
548,variant,1,197.1992436707664,269.2343058963146
549,control,0,0.0,392.8925075645333
550,control,0,0.0,302.15627154765247
551,variant,0,0.0,315.09658425593517
552,control,0,0.0,267.546183321668
553,variant,0,0.0,253.441736961152
554,control,0,0.0,323.8648004404712
555,variant,0,0.0,310.8756747969393
556,variant,0,0.0,260.5323817048711
557,variant,0,0.0,228.0786640612298
558,variant,0,0.0,236.50384563362263
559,variant,0,0.0,359.8066858545553
560,variant,0,0.0,269.33730926749644
561,control,0,0.0,283.0545727162083
562,control,0,0.0,372.5170129379531
563,control,0,0.0,243.89247192567927
564,variant,1,104.24679916325294,263.6502587141472
565,variant,0,0.0,261.5616585719653
566,variant,0,0.0,380.903424058302
567,variant,0,0.0,399.6691750291207
568,control,0,0.0,337.5781612701085
569,control,0,0.0,339.169236207712
570,variant,0,0.0,270.98224985736346
571,control,0,0.0,397.3664243452141
572,control,0,0.0,313.3848127179331
573,variant,0,0.0,342.655513222487
574,control,0,0.0,294.72375306145227
575,variant,0,0.0,286.5983706336195
576,control,1,172.54526757123142,383.15211297980585
577,variant,0,0.0,326.98618398691536
578,variant,0,0.0,372.56877305351907
579,variant,0,0.0,312.7664085872522
580,variant,0,0.0,257.58167317884545
581,control,1,75.44916218850783,270.8328533560756
582,variant,0,0.0,305.14826212323055
583,variant,0,0.0,268.67498919783367
584,variant,0,0.0,244.62692956861548
585,control,0,0.0,360.07085158935126
586,variant,1,101.4402673755058,272.7564964588244
587,control,0,0.0,306.909637389566
588,variant,0,0.0,314.8066794942802
589,control,0,0.0,270.5923437339716
590,control,0,0.0,372.53997331543695
591,variant,0,0.0,244.14291193976936
592,control,0,0.0,313.08126317903856
593,variant,1,65.94587319694271,312.30588531882916
594,variant,0,0.0,297.2872698567926
595,variant,1,199.64755075632104,235.15436933640086
596,control,1,74.61716593936855,343.5408775931732
597,control,0,0.0,337.17553351672984
598,variant,0,0.0,266.2215735704392
599,variant,0,0.0,335.3743603602681
600,control,0,0.0,318.7453843150388
601,variant,1,95.21373676978376,235.9693927319446
602,variant,0,0.0,257.3035542714321
603,variant,0,0.0,356.914072244479
604,control,0,0.0,315.47080925710253
605,control,0,0.0,271.7848527094687
606,control,0,0.0,257.0762054413679
607,variant,0,0.0,274.23031009422897
608,variant,0,0.0,277.77602350611477
609,variant,0,0.0,257.7018483685374
610,control,0,0.0,212.9117943808349
611,variant,0,0.0,357.0006643200393
612,variant,1,63.68758539233679,348.53168363057216
613,variant,0,0.0,236.33722740965703
614,variant,0,0.0,306.8155647781834
615,control,0,0.0,254.88808986426167
616,control,0,0.0,286.92163883867323
617,variant,0,0.0,282.76167100631716
618,control,0,0.0,278.6082892141064
619,control,0,0.0,400.1473542038143
620,variant,0,0.0,277.98371576619047
621,variant,0,0.0,259.5868087466538
622,control,0,0.0,261.87092852514763
623,variant,0,0.0,352.18884782008774
624,control,0,0.0,217.39488341535326
625,variant,0,0.0,261.868854178224
626,control,0,0.0,372.34114200557667
627,variant,1,134.72737564993616,312.19930939988234
628,control,1,155.50114317783988,309.59610025180564
629,control,0,0.0,406.6073230071851
630,control,0,0.0,312.31739764742497
631,variant,0,0.0,264.5906919320209
632,control,1,142.01861399468856,285.89614715618256
633,control,0,0.0,243.22838454847158
634,variant,0,0.0,362.79685200078484
635,variant,0,0.0,328.7280858768358
636,control,0,0.0,356.22070749854447
637,control,0,0.0,360.64919642746855
638,variant,0,0.0,279.28946095362335
639,variant,0,0.0,252.76235739955553
640,variant,0,0.0,297.4143444345977
641,variant,0,0.0,256.3619464605731
642,variant,0,0.0,308.24784377045125
643,control,0,0.0,356.60484404173445
644,variant,1,66.84091374933644,291.59301769754165
645,control,0,0.0,307.499754495387
646,control,1,191.64983536224375,295.3077191888317
647,control,0,0.0,340.1363786218849
648,variant,0,0.0,266.6108802855855
649,control,0,0.0,190.17768691784505
650,control,0,0.0,323.54344296876906
651,variant,0,0.0,349.3917210653997
652,control,0,0.0,322.3187122379268
653,control,0,0.0,267.9884752265993
654,variant,0,0.0,243.24939509069657
655,control,0,0.0,324.72487658901605
656,control,1,76.92924387405002,307.0739476467337
657,control,0,0.0,293.71036861708353
658,variant,0,0.0,391.12316714968955
659,variant,0,0.0,252.6599952909334
660,variant,1,130.64726959815187,388.7518510563733
661,control,0,0.0,301.589195243532
662,control,0,0.0,208.22147615645628
663,variant,0,0.0,291.03986728404294
664,control,0,0.0,347.9748038299721
665,control,0,0.0,281.74724835975144
666,variant,0,0.0,226.26107293808025
667,variant,0,0.0,291.7742734101915
668,control,0,0.0,257.1413813054147
669,control,0,0.0,324.5907200543981
670,control,0,0.0,338.6699908033806
671,variant,0,0.0,247.1864796125947
672,variant,0,0.0,264.7097972442175
673,variant,0,0.0,337.8321232553469
674,variant,0,0.0,257.05778608505204
675,control,0,0.0,245.89209320860024
676,variant,0,0.0,241.06544341018727
677,variant,0,0.0,317.60193064790604
678,variant,0,0.0,315.4578859758732
679,variant,0,0.0,265.7976984810479
680,variant,0,0.0,300.2542698064117
681,control,0,0.0,376.3566192077565
682,control,0,0.0,251.2969921540889
683,variant,1,78.07175471933392,202.41286954947753
684,control,0,0.0,322.75377878601853
685,variant,0,0.0,294.4799418049206
686,variant,0,0.0,264.49874565924495
687,control,0,0.0,332.6040118677454
688,control,0,0.0,341.9612572334395
689,variant,0,0.0,189.58609900599538
690,variant,1,175.6344102014486,267.3701045334256
691,variant,0,0.0,415.87581155984276
692,control,1,60.90258665039346,329.17024578990953
693,variant,0,0.0,333.8051819148575
694,variant,0,0.0,358.6447139315739
695,variant,0,0.0,300.8534412599863
696,control,1,199.39865764191578,339.834208004581
697,variant,0,0.0,335.9031021918601
698,variant,0,0.0,326.95207483763795
699,control,0,0.0,283.89940146912977
700,variant,0,0.0,308.60294611831296
701,variant,0,0.0,270.58192178466106
702,control,0,0.0,300.6407152283247
703,variant,0,0.0,241.57545539503667
704,control,0,0.0,260.46880043635235
705,control,0,0.0,285.88439790375355
706,variant,0,0.0,252.8147284284962
707,variant,0,0.0,274.74913646274115
708,variant,0,0.0,291.80370116222423
709,variant,0,0.0,320.1131172332189
710,control,0,0.0,347.4628650926455
711,variant,0,0.0,276.8107814310946
712,control,0,0.0,366.75523086343117
713,variant,0,0.0,346.9305539312747
714,variant,0,0.0,325.2046915971971
715,variant,0,0.0,307.6824564648309
716,control,0,0.0,315.9560420934271
717,variant,0,0.0,359.3525575333191
718,variant,0,0.0,361.17898298796365
719,variant,0,0.0,366.74733641918215
720,variant,1,114.03531309842558,302.06634159385015
721,control,0,0.0,327.7483582499307
722,variant,0,0.0,367.17732533110257
723,control,0,0.0,268.8141982541804
724,control,0,0.0,284.0791573140848
725,control,1,85.11143059761729,300.80183315067393
726,control,0,0.0,344.9799368989703
727,control,0,0.0,345.75860753593116
728,control,0,0.0,288.45679444010324
729,variant,0,0.0,224.5695272810145
730,control,0,0.0,312.30919721479836
731,control,0,0.0,254.08419313357993
732,control,0,0.0,225.50318976798889
733,variant,0,0.0,236.80642196331416
734,variant,0,0.0,316.31905039227803
735,control,0,0.0,368.0518680466404
736,variant,0,0.0,301.9447258118122
